,US,BFG,BFG,UT,Bullfrog Basin,,,,,,,Буллфрог-Бейзин,,,,Буллфрог-Бейзин,,,,1,,
,PG,BUL,BUL,,Bulolo,,,,,,,Булоло,,,,Булоло,,,,1,,
,ID,TJQ,TJQ,,Bulutumbang,,,,,,,Булутумбанг,,,,Булутумбанг,,,,1,,
,CD,BMB,BMB,,Bumba,,,,,,,Бумба,,,,Бумба,,,,1,,
,ZW,BZH,BZH,,Bumi Hills Airfield,,,,,,,Буми-Хиллз,,,,Буми-Хиллз,,,,1,,
,AU,BUY,BUY,WA,Bunbury,,,,,,,Банбери,,,,Банбери,,,,1,,
,AU,BDB,BDB,QL,Bundaberg,,,,,,,Бундаберг,,,,Бундаберг,,,,1,,
,PG,BNT,BNT,,Bundi,,,,,,,Бунди,,,,Бунди,,,,1,,
,CD,BUX,BUX,,Bunia,,,,,,,Буниа,,,,Буниа,,,,1,,
,ET,XBL,XBL,,Buno Bedelle,,,,,,,Буно-Беделле,,,,Буно-Беделле,,,,1,,
,PG,BXZ,BXZ,,Bunsil,,,,,,,Бансил,,,,Бансил,,,,1,,
,ID,BYQ,BYQ,,Bunyu,,,,,,,Бунью,,,,Бунью,,,,1,,
,CH,BXO,BXO,,Buochs,,,,,,,,,,,,,,,1,,
,ID,UOL,UOL,,Buol,,,,,,,Буол,,,,Буол,,,,1,,
,OM,RMB,RMB,,Buraimi,,,,,,,Бурайми,,,,Бурайми,,,,1,,
,SO,BUO,BUO,,Burao,,,,,,,Бурао,,,,Бурао,,,,1,,
,RU,BVV,BVV,,Burevestnik Afb,,,,,,,,,,,,,,,1,,
,DE,URD,URD,,Burg Feuerstein,,,,,,,Бург-Ферштейн,,,,Бург-Ферштейн,,,,1,,
,BG,BOJ,BOJ,,Burgas,,,,,,,Бургас,,,,Бургас,,,,1,,
,ES,RGS,RGS,,Burgos,,,,,,,,,,,,,,,1,,
,TH,BFV,BFV,,Buri Ram,,,,,,,Бури-Рам,,,,Бури-Рам,,,,1,,
,US,CLE,BKL,OH,Burke Lakefron,,,,,,,Берк Лейкфрон,,,,Берк Лейкфрон,,,,1,,
,AU,BUC,BUC,QL,Burketown,,,,,,,Бурктаун,,,,Бурктаун,,,,1,,
,US,BYI,BYI,ID,Burley,,,,,,,Берли,,,,Берли,,,,1,,
,US,BRL,BRL,IA,Burlington,,,,,,,Берлингтон,,,,Берлингтон,,,,1,,
,US,BBF,BBF,MA,Burlington,,,,,,,Берлингтон,,,,Берлингтон,,,,1,,
,US,LLY,LLY,NJ,Burlington,,,,,,,Берлингтон,,,,Берлингтон,,,,1,,
,US,BTV,BTV,VT,Burlington Intl,,,Burlington International,Burlington International,Burlington International,,Берлингтон Интернешнл,,,,Берлингтон Интернешнл,,Burlington Internacional,,1,,
,AU,BWT,BWT,TS,Burnie Wyn,,,,,,,Бурни Вын,,,,Бурни Вын,,,,1,,
,US,BNO,BNO,OR,Burns,,,,,,,Бернс,,,,Бернс,,,,1,,
,CA,YPZ,YPZ,BC,Burns Lake,,,,,,,Бернс-Лейк,,,,Бернс-Лейк,,,,1,,
,TR,YEI,YEI,,Bursa (Yenisehir),,,,,,,Йенисехир,,,,Йенисехир,,Yenisehir,,1,,
,GB,BUT,BUT,,Burtonwood,,,,,,,Бертонвуд,,,,Бертонвуд,,,,1,,
,KZ,BXJ,BXJ,,Burundai,,,,,,,Бурундай,,,,Бурундай,,,,1,,
,CA,YDB,YDB,YT,Burwash Landings,,,,,,,Беруош-Лэндингз,,,,Беруош-Лэндингз,,,,1,,
,US,BUB,BUB,NE,Burwell Mnpl,,,Burwell Municipal,Burwell Municipal,Burwell Municipal,,Бервелл Мунисипал,,,,Бервелл Мунисипал,,Burwell Municipal,,1,,
,US,QWP,QWP,CO,Bus Station,,,Busstation,,Gare routière,,Ван,,,,Ван,,Estación de autobús,,1,,
,US,AGS,AGS,GA,Bush Field,,,,,,,Буш Филд,,,,Буш Филд,,,,1,,
,IR,BUZ,BUZ,,Bushehr,,,,,,,Бушехр,,,,Бушехр,,,,1,,
,AU,BQB,BQB,WA,Bussellton,,,,,,,Бюссельтон,,,,Бюссельтон,,,,1,,
,PH,USU,USU,,Busuanga,,,,,,,Бусуанга,,,,Бусуанга,,,,1,,
,CD,BZU,BZU,,Buta,,,,,,,Бута,,,,Бута,,,,1,,
,RW,BTQ,BTQ,,Butare,,,,,,,Бутаре,,,,Бутаре,,,,1,,
,KI,BBG,BBG,,Butaritari,,,,,,,Бутаритари,,,,Бутаритари,,,,1,,
,US,BUM,BUM,MO,Butler,,,,,,,Батлер,,,,Батлер,,,,1,,
,US,BTM,BTM,MT,Butte,,,,,,,Бутт,,,,Бутт,,,,1,,
,ZA,UTE,UTE,,Butterworth,,,,,,,Баттерворт,,,,Баттерворт,,,,1,,
,MY,PEN,BWH,,Butterworth,,,,,,,Баттерворт,,,,Баттерворт,,,,1,,
,CA,YTO,YKZ,ON,Buttonville,,,,,,,Баттонвилль,,,,Баттонвилль,,,,1,,
,US,COS,FCS,CO,Butts,,,,,,,Баттс,,,,Баттс,,,,1,,
,PH,BXU,BXU,,Butuan,,,,,,,Бутуан,,,,Бутуан,,,,1,,
,MN,ULN,ULN,,Buyant Uhaa,,,,,,,Буйант Ухаа,,,,Буйант Ухаа,,,,1,,
,CI,BUU,BUU,,Buyo,,,,,,,Буйо,,,,Буйо,,,,1,,
,BR,BZC,BZC,RJ,Buzios,,,,,,,Бузиос,,,,Бузиос,,,,1,,
,US,WAS,BZS,DC,Buzzards Pt S,,,,,,,Баззардс,,,,Баззардс,,,,1,,
,RU,MOW,BKA,,Bykovo,,,,,,,Быково,,,,Быково,,,,1,,
,PE,IQT,IQT,,C F Secada,,,C.F. Secada,C.F. Secada,C.F. Secada,,С. Ф. Секада,,,,С. Ф. Секада,,C.F. Secada,,1,,
,CU,BYM,BYM,,C M De Cespedes,,,C.M. De Cespedes,C.M. De Cespedes,C.M. De Cespedes,,С. М. Де-Сеспедес,,,,С. М. Де-Сеспедес,,C.M. De Cespedes,,1,,
,VN,CAH,CAH,,Ca Mau,,,,,,,Ка-Мау,,,,Ка-Мау,,,,1,,
,US,CRP,NGW,TX,Cabaniss,,,,,,,Кабанисс,,,,Кабанисс,,,,1,,
,US,CBZ,CBZ,AK,Cabin Creek,,,,,,,Кабин-Крик,,,,Кабин-Крик,,,,1,,
,AO,CAB,CAB,,Cabinda,,,,,,,Кабинда,,,,Кабинда,,,,1,,
,US,CCB,CCB,CA,Cable,,,,,,,Кейбл,,,,Кейбл,,,,1,,
,BR,CFB,CFB,RJ,Cabo Frio Airport,,,Cabo Frio Vliegveld,,Cabo Frio Aéroport,,Кабо-Фрио,,,,Кабо-Фрио,,Cabo Frio Aeropuerto,,1,,
,DO,CBJ,CBJ,,Cabo Rojo,,,,,,,Кабо-Рожо,,,,Кабо-Рожо,,,,1,,
,BR,CFC,CFC,SC,Cacador,,,,,,,Касадор,,,,Касадор,,,,1,,
,BR,CCX,CCX,MT,Caceres,,,,,,,Касерес,,,,Касерес,,,,1,,
,US,LGU,LGU,UT,Cache,,,,,,,Каш,,,,Каш,,,,1,,
,BR,CCQ,CCQ,BA,Cachoeira,,,,,,,Кашоэйра,,,,Кашоэйра,,,,1,,
,BR,CDI,CDI,ES,Cachoeiro,,,,,,,Кашоэйро-де-Итапемирим,,,,Кашоэйро-де-Итапемирим,,,,1,,
,BR,OAL,OAL,RO,Cacoal,,,,,,,Какоал,,,,Какоал,,,,1,,
,US,CAD,CAD,MI,Cadillac,,,,,,,Кадиллак,,,,Кадиллак,,,,1,,
,ES,CDZ,CDZ,,Cadiz,,,,,,,Кадиз,,,,Кадиз,,,,1,,
,AO,CFF,CFF,,Cafunfo,,,Canfunfo,,Canfunfo,,Кафунфо,,,,Кафунфо,,Canfunfo,,1,,
,PH,CDY,CDY,,Cagayan De Sulu,,,,,,,Кагаян-де-Зулу,,,,Кагаян-де-Зулу,,,,1,,
,MZ,CMZ,CMZ,,Caia,,,,,,,Кайя,,,,Кайя,,,,1,,
,VE,CXA,CXA,,Caicara De Oro,,,,,,,Кайкара-де-Оро,,,,Кайкара-де-Оро,,,,1,,
,AU,CGV,CGV,WA,Caiguna,,,,,,,Кейгуна,,,,Кейгуна,,,,1,,
,AU,CNS,CNS,QL,Cairns,,,,,,,Кейрнс,,,,Кейрнс,,,,1,,
,US,OZR,OZR,AL,Cairns Aaf,,,,,,,Кейрнс,,,,Кейрнс,,,,1,,
,US,CIR,CIR,IL,Cairo,,,,,,,Каир,,,,Каир,,,,1,,
,EG,CAI,CAI,,Cairo Intl,,,Cairo International,Cairo International,Cairo International,,Каир Интернешнл,,,,Каир Интернешнл,,Cairo Internacional,,1,,
,PE,CJA,CJA,,Cajamarca,,,,,,,Кахамарка,,,,Кахамарка,,,,1,,
,NG,CBQ,CBQ,,Calabar,,,,,,,Калабар,,,,Калабар,,,,1,,
,VE,CLZ,CLZ,,Calabozo,,,,,,,Калабосо,,,,Калабосо,,,,1,,
,FR,CQF,CQF,,Calais Dunkerque,,,,,,,Кале,,,,Кале,,,,1,,
,PH,CYP,CYP,,Calbayog,,,,,,,Калбайог,,,,Калбайог,,,,1,,
,BR,CLV,CLV,GO,Caldas Novas,,,,,,,Калдас-Новас,,,,Калдас-Новас,,,,1,,
,DE,KSF,KSF,,Calden,,,,,,,Кассель Кальден,,,,Кассель Кальден,,,,1,,
,US,CDW,CDW,NJ,Caldwell Wright,,,,,,,Калдвелл Райт,,,,Калдвелл Райт,,,,1,,
,PA,CDE,CDE,,Caledonia,,,,,,,Каледония,,,,Каледония,,,,1,,
,AR,CVI,CVI,SC,Caleta Olivia,,,,,,,Калета-Оливия,,,,Калета-Оливия,,,,1,,
,US,CXL,CXL,CA,Calexico Intl,,,Calexico International,Calexico International,Calexico International,,Кейлхико Интернешнл,,,,Кейлхико Интернешнл,,Calexico Internacional,,1,,
,CA,YYC,YYC,AB,Calgary Intl,,,Calgary International,Calgary International,Calgary International,,Калгари Интернешнл,,,,Калгари Интернешнл,,Calgary Internacional,,1,,
,US,CLR,CLR,CA,Calipatria,,,,,,,Калипатрия,,,,Калипатрия,,,,1,,
,US,CWG,CWG,GA,Callaway Gardens,,,,,,,Келлавей-Гарденс,,,,Келлавей-Гарденс,,,,1,,
,US,LGC,LGC,GA,Calloway,,,,,,,Калловей,,,,Калловей,,,,1,,
,US,CEY,CEY,KY,Calloway County,,,,,,,Калловей Каунти,,,,Калловей Каунти,,,,1,,
,AU,CUD,CUD,QL,Caloundra,,,,,,,Калундра,,,,Калундра,,,,1,,
,VN,NHA,CXR,,Cam Ranh,,,,,,,,,,,,,,,1,,
,PH,DTE,DTE,,Camarines Norte,,,,,,,Камаринес Норте,,,,Камаринес Норте,,,,1,,
,AR,CNQ,CNQ,CR,Camba Punta,,,,,,,Камба-Пунта,,,,Камба-Пунта,,,,1,,
,US,JST,JST,PA,Cambria County,,,,,,,Камбрия Каунти,,,,Камбрия Каунти,,,,1,,
,GB,CBG,CBG,,Cambridge,,,,,,,Кембрдидж,,,,Кембрдидж,,,,1,,
,US,CGE,CGE,MD,Cambridge,,,,,,,Кембридж,,,,Кембридж,,,,1,,
,CA,YCB,YCB,NU,Cambridge Bay,,,,,Baie Cambridge,,Кэмбридж-Бей,,,,Кэмбридж-Бей,,,,1,,
,AU,CDU,CDU,NS,Camden,,,,,,,Камден,,,,Камден,,,,1,,
,BR,CMT,CMT,PA,Cameta,,,,,,,Камета,,,,Камета,,,,1,,
,AU,CFI,CFI,NT,Camfield,,,,,,,Камфилд,,,,Камфилд,,,,1,,
,CO,CUC,CUC,,Camilo Dazo,,,Cucuta,,Cucuta,,Камило Дазо,,,,Камило Дазо,,Cucuta,,1,,
,BO,CAM,CAM,,Camiri,,,,,,,Камири,,,,Камири,,,,1,,
,BR,CMC,CMC,CE,Camocim,,,,,,,Камосим,,,,Камосим,,,,1,,
,AU,CML,CML,QL,Camooweal,,,,,,,Камовил,,,,Камовил,,,,1,,
,US,APH,APH,VA,Camp A P H,,,Camp A P Hill,Camp A P Hill,Camp A P Hill,,Кемп А. П. Х.,,,,Кемп А. П. Х.,,Camp A P Hill,,1,,
,US,CMY,CMY,WI,Camp Mccoy Aaf,,,,,,,Кемп МакКой,,,,Кемп МакКой,,,,1,,
,US,HOP,HOP,KY,Campbell,,,,,,,Кемпбелл,,,,Кемпбелл,,,,1,,
,US,GCC,GCC,WY,Campbell County,,,,,,,Кемпбелл Каунти,,,,Кемпбелл Каунти,,,,1,,
,CA,YBL,YBL,BC,Campbell River,,,,,,,Кампбелл-Ривер,,,,Кампбелл-Ривер,,,,1,,
,PK,CWP,CWP,,Campbellpore,,,,,,,Кампбеллпур,,,,Кампбеллпур,,,,1,,
,MX,CPE,CPE,,Campeche Intl,,,Campeche International,Campeche International,Campeche International,,Кампече Интернешнл,,,,Кампече Интернешнл,,Campeche Internacional,,1,,
,BR,CPQ,CPQ,SP,Campinas Intl,,,Campinas International,Campinas International,Campinas International,,Кампинас,,,,Кампинас,,Campinas Internacional,,1,,
,BR,CMP,CMP,PA,Campo,,,,,,,Кампо,,,,Кампо,,,,1,,
,BR,CZS,CZS,AC,Campo,,,,,,,Кампо,,,,Кампо,,,,1,,
,US,CZZ,CZZ,CA,Campo,,,,,,,Кампо,,,,Кампо,,,,1,,
,FR,AJA,AJA,,Campo Dell Oro,,,,,,,Кампо Дель Оро,,,,Кампо Дель Оро,,,,1,,
,BR,CXJ,CXJ,RS,Campo Dos,,,Campt Dos,,Campt Dos,,Кампо-Дос,,,,Кампо-Дос,,Campt Dos,,1,,
,BR,CGR,CGR,MS,Campo Grande Intl,,,Campo Grande International,Campo Grande International,Campo Grande International,,Кампо-Гранде Интернешнл,,,,Кампо-Гранде Интернешнл,,Campo Grande Internacional,,1,,
,BR,CBW,CBW,PR,Campo Mourao,,,,,,,Кампо-Мурао,,,,Кампо-Мурао,,,,1,,
,IT,UDN,UDN,,Campoformido,,,,,,,Эйрфилд,,,,Эйрфилд,,,,1,,
,VN,VCA,VCA,,Can Tho,,,,,,,Кан-Тхо,,,,Кан-Тхо,,,,1,,
,BR,NBV,NBV,MG,Cana Brava,,,,,,,Кана-Брава,,,,Кана-Брава,,,,1,,
,VE,CAJ,CAJ,,Canaima,,,,,,,Канайма,,,,Канайма,,,,1,,
,TR,CKZ,CKZ,,Canakkale,,,,,,,Канаккале,,,,Канаккале,,,,1,,
,CL,ZOS,ZOS,,Canal Bajo,,,Canal Balo,Canal Balo,Canal Balo,,Канал Баджо,,,,Канал Баджо,,Canal Balo,,1,,
,MX,CNA,CNA,,Cananea,,,,,,,Кананеа,,,,Кананеа,,,,1,,
,BR,CQA,CQA,MT,Canarana,,,,,,,Канарана,,,,Канарана,,,,1,,
,CR,CSC,CSC,,Canas,,,,,,,Канас,,,,Канас,,,,1,,
,BR,CNV,CNV,BA,Canavieiras,,,,,,,Канавиейрас,,,,Канавиейрас,,,,1,,
,AU,CBR,CBR,AC,Canberra,,,,,,,Канберра,,,,Канберра,,,,1,,
,MX,CUN,CUN,,Cancun,,,,,,,Канкун,,,,Канкун,,Cancún,,1,,
,SO,CXN,CXN,,Candala,,,,,,,Кандала,,,,Кандала,,,,1,,
,CO,CJD,CJD,,Candilejas,,,,,,,Кандилежас,,,,Кандилежас,,,,1,,
,US,CDL,CDL,AK,Candle,,,,,,,Кендл,,,,Кендл,,,,1,,
,DM,DOM,DCF,,Cane Field,,,,,,,Кейн Филд,,,,Кейн Филд,,,,1,,
,AO,CNZ,CNZ,,Cangamba,,,,,,,Кангамба,,,,Кангамба,,,,1,,
,BR,FLB,FLB,PI,Cangapara,,,,,,,Кангапара,,,,Кангапара,,,,1,,
,US,CVN,CVS,NM,Cannon Afb,,,,,,,Кеннон,,,,Кеннон,,,,1,,
,CO,PSO,PSO,,Cano,,,Pasto,,Pasto,,Кано,,,,Кано,,Pasto,,1,,
,AU,CBY,CBY,QL,Canobie,,,,,,,Каноби,,,,Каноби,,,,1,,
,US,CNE,CNE,CO,Canon City,,,,,,,Кенон-Сити,,,,Кенон-Сити,,,,1,,
,VC,CIW,CIW,,Canouan Island,,,,,,,Кануан-Айленд,,,,Кануан-Айленд,,,,1,,
,US,CTK,CTK,SD,Canton,,,,,,,Кентон,,,,Кентон,,,,1,,
,KI,CIS,CIS,,Canton Island,,,,,,,Кентон-Айленд,,,,Кентон-Айленд,,,,1,,
,US,CNY,CNY,UT,Canyonlands Field,,,,,,,Каньонлендс Филд,,,,Каньонлендс Филд,,,,1,,
,MX,VSA,VSA,,Cap C Perez,,,,,,,Кеп С. Перес,,,,Кеп С. Перес,,,,1,,
,BO,SRJ,SRJ,,Cap G Q Guardia,,,Capitan G Y Guardia,Capitan G Y Guardia,Capitan G Y Guardia,,Кеп Дж. Кью. Гвардиа,,,,Кеп Дж. Кью. Гвардиа,,Capitan G Y Guardia,,1,,
,HT,CAP,CAP,,Cap Haitien,,,,,,,Кеп-Гаитиен,,,,Кеп-Гаитиен,,,,1,,
,SN,CSK,CSK,,Cap Skirring,,,,,,,Кеп-Скирринг,,,,Кеп-Скирринг,,,,1,,
,AO,KNP,KNP,,Capanda,,,,,,,Капанда,,,,Капанда,,,,1,,
,AU,CBI,CBI,TS,Cape Barren,,,,,,,Кейп Баррен,,,,Кейп Баррен,,,,1,,
,CA,YTE,YTE,NU,Cape Dorset,,,,,,,Кейп-Дорсет,,,,Кейп-Дорсет,,,,1,,
,CA,YVN,YVN,NU,Cape Dyer,,,,,,,,,,,,,,,1,,
,BS,CEL,CEL,,Cape Eleuthera,,,,,,,Кейп Элутера,,,,Кейп Элутера,,,,1,,
,AU,CQP,CQP,QL,Cape Flattery,,,,,,,Кейп Флеттери,,,,Кейп Флеттери,,,,1,,
,US,CGI,CGI,MO,Cape Girardeau,,,,,,,Кейп-Жирардо,,,,Кейп-Жирардо,,,,1,,
,PG,CGC,CGC,,Cape Gloucester,,,,,,,Кейп-Глусестер,,,,Кейп-Глусестер,,,,1,,
,US,LUR,LUR,AK,Cape Lisburne,,,,,,,Кейп-Лисберн,,,,Кейп-Лисберн,,,,1,,
,US,WWD,WWD,NJ,Cape May County,,,,,,,Кейп-Мей Каунти,,,,Кейп-Мей Каунти,,,,1,,
,US,EHM,EHM,AK,Cape Newenham,,,,,,,Кейп-Ньюэнгем,,,,Кейп-Ньюэнгем,,,,1,,
,PG,CPI,CPI,,Cape Orford,,,,,,,Кейп-Орфорд,,,,Кейп-Орфорд,,,,1,,
,US,CZP,CZP,AK,Cape Pole,,,,,,,Кейп-Поул,,,,Кейп-Поул,,,,1,,
,PG,CPN,CPN,,Cape Rodney,,,,,,,Кейп-Родни,,,,Кейп-Родни,,,,1,,
,US,CZF,CZF,AK,Cape Romanzof,,,,,,,Кейп-Романцоф,,,,Кейп-Романцоф,,,,1,,
,VN,CSJ,CSJ,,Cape St Jacques,,,,,,,Кейп-Сент-Жак,,,,Кейп-Сент-Жак,,,,1,,
,CA,YCJ,YCJ,BC,Cape St James,,,,,,,Кейп-Сент-Джеймс,,,,Кейп-Сент-Джеймс,,,,1,,
,ZA,CPT,CPT,,Cape Town Intl,,,Cape Town International,Cape Town International,Le Cap International,,Кейп-Таун Интернешнл,,,,Кейп-Таун Интернешнл,,El Cabo Internacional,,1,,
,PG,CVL,CVL,,Cape Vogel,,,,,,,Кейп-Вогель,,,,Кейп-Вогель,,,,1,,
,HN,TJI,TJI,,Capiro,,,Caprio,,Caprio,,Капиро,,,,Капиро,,Caprio,,1,,
,US,SPI,SPI,IL,Capital,,,,,,,Кепитал,,,,Кепитал,,,,1,,
,CN,BJS,PEK,,Capital Apt,,,Capital Vliegveld,Capital Airport,Capital Aéroport,,Капитал,,,,Капитал,,Capital Aeropuerto,,1,,
,US,FFT,FFT,KY,Capital City,,,,,,,Кепитал Сити,,,,Кепитал Сити,,,,1,,
,US,LAN,LAN,MI,Capital City,,,,,,,Кепитал Сити,,,,Кепитал Сити,,,,1,,
,PE,PCL,PCL,,Capitan Rolden,,,,,,,Капитан Рольден,,,,Капитан Рольден,,,,1,,
,CO,FLA,FLA,,Capitolio,,,,,,,Капитолио,,,,Капитолио,,,,1,,
,IT,NAP,NAP,,Capodichino Airport,,,Capodichino Vliegveld,,Capodichino Aéroport,,Неаполь,,,,Неаполь,,Capodichino Aeropuerto,,1,,
,CO,CPB,CPB,,Capurgana,,,,,,,Капургана,,,,Капургана,,,,1,,
,CO,CQT,CQT,,Caquetania,,,,,,,Какуэтаниа,,,,Какуэтаниа,,,,1,,
,IN,CBD,CBD,,Car Nicobar,,,,,,,Кар-Никобар,,,,Кар-Никобар,,,,1,,
,BR,CKS,CKS,PA,Carajas,,,,,,,Каражас,,,,Каражас,,,,1,,
,RO,CSB,CSB,,Caransebes,,,,,,,Карансебеш,,,,Карансебеш,,,,1,,
,BR,CAF,CAF,AM,Carauari,,,,,,,Карауари,,,,Карауари,,,,1,,
,BR,CRQ,CRQ,BA,Caravelas,,,,,,,Каравелас,,,,Каравелас,,,,1,,
,US,PUC,PUC,UT,Carbon County,,,,,,,Карбон Каунти,,,,Карбон Каунти,,,,1,,
,TR,DNZ,DNZ,,Cardak,,,,,,,Кардак,,,,Кардак,,,,1,,
,GB,CWL,CWL,,Cardiff,,,,,,,Кардифф Уэлльс,,,,Кардифф Уэлльс,,,,1,,
,CA,YCI,YCI,ON,Caribou Island,,,,,,,Карибу-Айленд,,,,Карибу-Айленд,,,,1,,
,US,CAR,CAR,ME,Caribou Mnpl,,,Caribou Municipal,Caribou Municipal,Caribou Municipal,,Карибу Мунисипал,,,,Карибу Мунисипал,,Caribou Municipal,,1,,
,CR,RIK,RIK,,Carillo,,,,,,,Карилло,,,,Карилло,,,,1,,
,CO,CCO,CCO,,Carimagua,,,,,,,Каримагуа,,,,Каримагуа,,,,1,,
,US,SYN,SYN,MN,Carleton,,,,,,,Карлтон,,,,Карлтон,,,,1,,
,GB,CAX,CAX,,Carlisle,,,,,,,Карлисл,,,,Карлисл,,,,1,,
,BR,CZB,CZB,RS,Carlos Ruhl,,,,,,,Карлос Рул,,,,Карлос Рул,,,,1,,
,US,CNM,CNM,NM,Carlsbad,,,,,,,Карлсбад,,,,Карлсбад,,,,1,,
,AU,CRY,CRY,WA,Carlton Hill,,,,,,,Карлтон Хилл,,,,Карлтон Хилл,,,,1,,
,GT,CMM,CMM,,Carmelita,,,,,,,Кармелита,,,,Кармелита,,,,1,,
,AR,CPG,CPG,BA,Carmen De Patagones,,,,,,,Кармен-Де-Патагонес,,,,Кармен-Де-Патагонес,,,,1,,
,AU,CVQ,CVQ,WA,Carnarvon,,,,,,,Карнарвон,,,,Карнарвон,,,,1,,
,CF,CRF,CRF,,Carnot,,,,,,,Карнот,,,,Карнот,,,,1,,
,BR,CLN,CLN,MA,Carolina,,,,,,,Каролина,,,,Каролина,,,,1,,
,VE,VCR,VCR,,Carora,,,,,,,Карора,,,,Карора,,,,1,,
,AU,CFP,CFP,QL,Carpentaria Downs,,,,,,,Карпентариа Даунс,,,,Карпентариа Даунс,,,,1,,
,FR,CFR,CFR,,Carpiquet,,,,,,,Карпикет,,,,Карпикет,,,,1,,
,UY,MVD,MVD,,Carrasco,,,,,,,Карраско,,,,Карраско,,,,1,,
,GD,CRU,CRU,,Carriacou Is,,,,,,,Карриаку-Айленд,,,,Карриаку-Айленд,,,,1,,
,CL,CCP,CCP,,Carriel Sur,,,,,,,Карриер Сюр,,,,Карриер Сюр,,,,1,,
,US,CZT,CZT,TX,Carrizo Springs,,,,,,,Карризо-Спрингс,,,,Карризо-Спрингс,,,,1,,
,US,CIN,CIN,IA,Carroll,,,,,,,Керролл,,,,Керролл,,,,1,,
,TR,SSX,SZF,,Carsamba Airport,,,Carsamba Vliegveld,,Carsamba Aéroport,,Карсамба,,,,Карсамба,,Carsamba Aeropuerto,,1,,
,US,CSN,CSN,NV,Carson City,,,,,,,Карсон-Сити,,,,Карсон-Сити,,,,1,,
,US,DFW,FWH,TX,Carswell Afb,,,,,,,Карсвелл,,,,Карсвелл,,,,1,,
,CO,CRC,CRC,,Cartago,,,,,,,Картаго,,,,Картаго,,,,1,,
,TN,TUN,TUN,,Carthage,,,,,,,Картхейдж,,,,Картхейдж,,,,1,,
,PA,CTE,CTE,,Carti,,,,,,,Карти,,,,Карти,,,,1,,
,CA,YCV,YCV,QC,Cartierville,,,,,,,Картьевилль,,,,Картьевилль,,,,1,,
,CA,YRF,YRF,NL,Cartwright,,,,,,,Картрайт,,,,Картрайт,,,,1,,
,BR,CAU,CAU,PE,Caruaru,,,,,,,Каруару,,,,Каруару,,,,1,,
,VE,CUP,CUP,,Carupano,,,,,,,Карупано,,,,Карупано,,,,1,,
,CO,CUO,CUO,,Caruru,,,,,,,Каруру,,,,Каруру,,,,1,,
,BR,CTP,CTP,MA,Carutapera,,,,,,,Карутапера,,,,Карутапера,,,,1,,
,VE,VLV,VLV,,Carvajal,,,,,,,Карвахал,,,,Карвахал,,,,1,,
,US,CGZ,CGZ,AZ,Casa Grande Mnpl,,,Casa Grande Municipal,Casa Grande Municipal,Casa Grande Municipal,,Каса-Гранде Мунисипал,,,,Каса-Гранде Мунисипал,,Casa Grande Municipal,,1,,
,IT,BDS,BDS,,Casale,,,,,,,Папола Казале,,,,Папола Казале,,,,1,,
,CO,PZA,PZA,,Casanare,,,,,,,Касанаре,,,,Касанаре,,,,1,,
,US,ICS,ICS,ID,Cascade,,,,,,,,,,,,,,,1,,
,US,CZK,CZK,OR,Cascade L,,,,,,,Каскейд-Локс,,,,Каскейд-Локс,,,,1,,
,BR,CAC,CAC,PR,Cascavel,,,,,,,Каскавел,,,,Каскавел,,,,1,,
,US,ATU,ATU,AK,Casco Cove,,,,,,,Каско Коув,,,,Каско Коув,,,,1,,
,IT,TRN,TRN,,Caselle,,,,,,,Читта Ди Торино,,,,Читта Ди Торино,,,,1,,
,US,PVZ,PVZ,OH,Casement,,,,,,,Кейзмент,,,,Кейзмент,,,,1,,
,VE,CUV,CUV,,Casigua,,,,,,,Касикуа,,,,Касикуа,,,,1,,
,PH,CGG,CGG,,Casiguran,,,,,,,Касигуран,,,,Касигуран,,,,1,,
,AU,CSI,CSI,NS,Casino,,,,,,,Касино,,,,Касино,,,,1,,
,US,CPR,CPR,WY,Casper,,,,,,,Каспер,,,,Каспер,,,,1,,
,BR,CSS,CSS,MS,Cassilandia,,,,,,,Кассиландиа,,,,Кассиландиа,,,,1,,
,FJ,CST,CST,,Castaway,,,,,,,Кастэвей,,,,Кастэвей,,,,1,,
,US,MCE,MER,CA,Castle Afb,,,,,,,Кастл,,,,Кастл,,,,1,,
,IE,CLB,CLB,,Castlebar,,,,,,,Кастлбар,,,,Кастлбар,,,,1,,
,IE,WEX,WEX,,Castlebridge,,,,,,,Кастлбридж,,,,Кастлбридж,,,,1,,
,CA,YCG,YCG,BC,Castlegar,,,,,,,Каслегар,,,,Каслегар,,,,1,,
,LK,NUF,NUF,,Castlereigh Reservoir,,,,,,,,,,,,,,,1,,
,BR,JPA,JPA,PB,Castro Pinto,,,,,,,Кастро Пинто,,,,Кастро Пинто,,,,1,,
,CO,CSR,CSR,,Casuarito,,,,,,,Касуарито,,,,Касуарито,,,,1,,
,BS,CXY,CXY,,Cat Cays,,,,,,,Кэт Кэйз,,,,Кэт Кэйз,,,,1,,
,BS,CAT,CAT,,Cat Island,,,,,,,Кэт Айленд,,,,Кэт Айленд,,,,1,,
,CA,YAC,YAC,ON,Cat Lake,,,,,,,Кет-Лейк,,,,Кет-Лейк,,,,1,,
,HN,CAA,CAA,,Catacamas,,,,,,,Катакамас,,,,Катакамас,,,,1,,
,BR,TLZ,TLZ,GO,Catalao,,,,,,,Каталао,,,,Каталао,,,,1,,
